COMPANY                              ,COUNTRY_ISO2,LOCATION,TURNOVER,LISTED,TICKER,STOCK_MARKET,BUSINESS_DOMAIN,ENERGY_DOMAIN,SUPPLY_CHAIN_SEGMENT,WEBSITE,INFO,CONTACT
"AZULEJOS Y PAVIMENTOS, S.A.",ES,,,,,,,,,https://www.aparici.com,,
"AZULEV, S.A.",ES,,,,,,,,,https://www.fanal.com,,
"AZULMED, S.L.U.",ES,,,,,,,,,https://www.ceramicasmimas.com,,
"BALDOCER, S.A.",ES,,,,,,,,,https://www.ceramicacva.com,,
"BESTILE, S.L.",ES,,,,,,,,,https://www.azulejosmijares.com,,
"CERAMICA ELIAS, S.A.",ES,,,,,,CERAMICS,,,https://www.cerpa.com,,
"CERAMICA MAYOR, S.A.",ES,,,,,,CERAMICS,,,https://www.ceramicadavinci.es,,
"CERAMICA NULENSE, S.A.",ES,,,,,,CERAMICS,,,https://www.cevica.es,,
"CERAMICA RIBESALBES, S.A.",ES,,,,,,CERAMICS,,,https://www.colorker.com,,
"CERAMICA VIVES, S.A.",ES,,,,,,CERAMICS,,,https://www.cosentino.com/es/dekton,,
"CERAMICAS APARICI, S.A.",ES,,,,,,CERAMICS,,,https://www.cristalceramicas.com,,
"CERAMICAS FANAL, S.A.",ES,,,,,,CERAMICS,,,https://www.decocer.com,,
"CERAMICAS MIMAS, S.L.",ES,,,,,,CERAMICS,,,https://www.elbarco.com,,
"CERAMICAS MYR, S.L.",ES,,,,,,CERAMICS,,,https://www.equipeceramicas.com,,
"CERLAT, S.A.",ES,,,,,,,,,https://www.estudioceramico.es,,
"CERPA, S.L.",ES,,,,,,,,,https://grupoeuroatomizado.com,,
"CERÃMICA DA VINCI, S.L.",ES,,,,,,,,,https://www.exagres.es,,
"CEVICA, S.L.",ES,,,,,,,,,https://www.fabresa.com,,
"COLORKER, S.A.",ES,,,,,,,,,https://www.faveton.com,,
"COMPACGLASS, S.L.U.",ES,,,,,,,,,https://www.vivesceramica.com,,
"COTTOCER, S.L.",ES,,,,,,,,,https://www.granulationsystem.com,,
"DECOCER, S.A.",ES,,,,,,,,,https://www.exagres.es,,
"EL BARCO, S.L.",ES,,,,,,,,,https://www.gresaragon.com,,
"EQUIPE CERAMICAS, S.L.U.",ES,,,,,,CERAMICS,,,https://www.grespania.com,,
"ESTUDIO CERAMICO, S.L.",ES,,,,,,CERAMICS,,,https://www.grecogres.com,,
"EUROATOMIZADO, S.A.",ES,,,,,,,,,https://www.gayafores.es,,
"EXAGRES, S.A.",ES,,,,,,,,,https://www.inalco.global,,
"FABRICACION ESPAÃ‘OLA SANITARIA, S.A.",ES,,,,,,,,,https://www.brancos.com,,
"FAVETON TERRACOTA, S.L.",ES,,,,,,,,,https://www.oset.es,,
"FERRAES CERAMICA, S.A.",ES,,,,,,CERAMICS,,,https://www.kerabengrupo.com,,
"GRANULATION SYSTEM, S.L.",ES,,,,,,,,,https://www.laplatera.es,,
"GRES DE ANDORRA, S.L.",ES,,,,,,,,,https://www.levantina.com,,
"GRES DE ARAGON, S.A.",ES,,,,,,,,,https://www.livingceramics.com,,
"GRESPANIA, S.A.",ES,,,,,,,,,https://www.mainzu.com,,
"GRUPO GRECO GRES INTERNACIONAL, S.L.",ES,,,,,,,,,https://www.marazzi.es,,
"HALCON CERAMICAS, S.L.U.",ES,,,,,,CERAMICS,,,https://www.mayolica.es,,
"HERMANOS LLANSOLA, S.L.",ES,,,,,,,,,https://www.mosavit.com,,
"HIJOS DE CIPRIANO CASTELLO ALFONSO, S.L.",ES,,,,,,,,,https://www.natucer.es,,
"HIJOS DE F. GAYA FORES, S.L.",ES,,,,,,,,,https://www.onixmosaic.com,,
"INDUSTRIAS ALCORENSES CONFEDERADAS, S.A.",ES,,,,,,,,,https://www.pamesa.com,,
"INDUSTRIAS CERAMICAS BRANCOS, S.L.",ES,,,,,,CERAMICS,,,https://www.pavimbe.com,,
"JOSE OSET Y CIA, S.L.",ES,,,,,,,,,https://www.peronda.com,,
"KERABEN GRUPO, S.A.U.",ES,,,,,,,,,https://www.superceramica.com,,
"KERAMEX, S.A.",ES,,,,,,,,,https://www.porcelanicoshdc.com,,
"LEVANTINA TECHLAM, S.L.U.",ES,,,,,,,,,https://www.porcelanite.es,,
"LVG CERAMIC SURFACES, S.L",ES,,,,,,CERAMICS,,,https://www.porcelanosa.com,,
"MANUFACTURA INDUSTRIAL AZULEJERA, S.L.",ES,,,,,,,,,https://www.realonda.com,,
"MARAZZI IBERIA, S.L.U.",ES,,,,,,,,,https://www.rocatiles.com,,
"MAYOLICA AZULEJOS, S.L.",ES,,,,,,,,,https://www.rocersa.com,,
"MOSAVIT ALCALATEN, S.L.",ES,,,,,,,,,https://www.rosagres.com,,
"NATUCER, S.L.",ES,,,,,,,,,https://www.euroarce.com,,
"ONIX CERAMICA, S.L.",ES,,,,,,CERAMICS,,,https://www.superceramica.com,,
PAMESA ,ES,,,,,,,,,https://www.pamesagrupoempresarial.com/,,
"PAVIMENTOS BECHI, S.L.",ES,,,,,,,,,https://www.aparici.com,,
"PERONDA GROUP, S.A.",ES,,,,,,,,,https://www.terraklinker.com,,
"PLANOMYR, S.L.",ES,,,,,,,,,https://www.thesize.es,,
"PORCELANICOS HDC, S.A.",ES,,,,,,,,,https://www.togama.com,,
"PORCELANITE DOS, S.L.",ES,,,,,,,,,https://www.undefasa.com,,
"PORCELANOSA, S.A.U.",ES,,,,,,,,,https://www.valentiaceramics.com,,
"REALONDA, S.A.",ES,,,,,,,,,https://www.tendenciasceramicas.com,,
"ROCA TILES SPAIN, S.L.U.",ES,,,,,,,,,https://rocatiles.com,,
"ROIG CERAMICA, S.A.",ES,,,,,,CERAMICS,,,https://www.rocersa.com,,
"ROSA GRES, S.L.U.",ES,,,,,,,,,https://rosagres.com,,
S.A. MINERA CATALANO-ARAGONESA,ES,,,,,,,,,https://gruposamca.com,,
"SERVIKER 1, S.L.U.",ES,,,,,,,,,https://BLANK,,
"TAU PORCELANICO, S.L.",ES,,,,,,,,,https://www.tauceramica.com,,
"TECNIGRES, S.A.",ES,,,,,,,,,https://www.aparici.com,,
"TERRAKLINKER, S.L.L.",ES,,,,,,,,,https://gresterraklinker.com,,
"THESIZE SURFACES, S.L.U.",ES,,,,,,,,,https://www.neolith.com,,
"TOGAMA, S.A.",ES,,,,,,,,,https://BLANK,,
"UNDEFASA, S.A.",ES,,,,,,,,,https://en.undefasa.com,,
"UNIVERSAL CERAMICA, S.L.",ES,,,,,,CERAMICS,,,https://www.unicer.com,,
"VENUX SLABS, S.L.",ES,,,,,,,,,https://www.venuesurface.es,,
"ADIQUIMICA, SA",ES,Barcelona (Barcelona),,,,,,,,https://www.adiquimica.com,"Water treatments, Legionella prevention, equipment and technical advice",
"BIOGRÜNDL, SL",ES,Gavà (Barcelona),0-2 M €,,,,,,,https://biogrundl.es,R+D+i in active and auxiliary substances for Dermatology and Cosmetology,
"PERNILS LLEMENA, SA",ES,Sant Aniol de Finestres (Girona),10-50 M €,,,,,,,https://pernilsllemena.com,Production and processing of Serrano ham,
"CONSTRUCCIONES METALICAS CEREZUELA, SL",ES,Vila-seca (Tarragona),5-10 M €,,,,,,,https://cmccerezuela.eu,"Design, manufacture, maintenance of tanker vehicles and cryogenic gas logistics equipment",
"ERCROS, SA",ES,Barcelona (Barcelona),>100 M €,,,,,,,https://www.ercros.es/en,"Chlorine derivatives, intermediate chemicals, pharmaceutical ingredients",
"EVARM INNOVACION, SL",ES,Sant Boi de Llobregat (Barcelona),,,,,,,,https://www.evarm.com,Conversion of professional vehicles to alternative fuels,
"TECNOCROM INDUSTRIAL, SA",ES,Cabrera de Mar (Barcelona),,,,,,,,https://www.tecnocrom.es,"Coatings with chrome, nickel, and other treatments for metal parts",
"ACABATS DEL BAGES, SA",ES,Monistrol de Montserrat (Barcelona),2-5 M €,,,,,,,https://www.absa.es,"Textile finishing: bleaching, dyeing, technical textiles",
ACTEL S.C.C.L.,ES,Lleida (Lleida),,,,,,,,https://BLANK,Service to cooperatives in agriculture and food,
"ALEACIONES PREALEACIONES Y DESOXIDANTES, SL",ES,"Franqueses del Vallès, les (Barcelona)",50-100 M €,,,,,,,https://BLANK,High-quality copper-based alloys manufacturing,
ALEMANY SA,ES,Malgrat de Mar (Barcelona),2-5 M €,,,,,,,https://BLANK,Ice cream production and distribution,
"ALTERNATIVE ENERGY INNOVATIONS, SL",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,"Batteryless, heat-powered IIoT sensors for machinery maintenance",
"ARAGONESA DE HARINAS, SA",ES,Alguaire (Lleida),,,,,,,,https://BLANK,Production of bread flour,
"ARCESSO DYNAMICS, SL",ES,Cerdanyola del Vallès (Barcelona),2-5 M €,,,,,,,https://BLANK,Polyurethane parts manufacturing,
"ARGES INDUSTRIAL SUPPLIERS, SL",ES,"Hospitalet de Llobregat, l' (Barcelona)",5-10 M €,,,,,,,https://BLANK,Industrial components manufacturing and distribution,
"ARMENGOL & ROS CONSULTORS I ASSOCIATS, SLU",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Engineering and consultancy services,
"ARTIFICIAL NATURE, SL (DAN*NA)",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Bio-based materials manufacturing,
"ASARTEC CONSULTORIA, SL",ES,Girona (Girona),,,,,,,,https://BLANK,"Computer engineering services, risk prevention software",
"BEAR QUIMICA, SA",ES,Mollet del Vallès (Barcelona),10-50 M €,,,,,,,https://BLANK,Water-borne resins production,
"BECHAINED ARTIFICIAL INTELLIGENCE TECHNOLOGIES, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,AI energy efficiency and blockchain carbon footprint certification,
"BIOLOGIC KALI-SEC, SL",ES,Bell-lloc d'Urgell (Lleida),10-50 M €,,,,,,,https://BLANK,Premium pet food manufacturing,
"BYTELAB SOLUTIONS, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Computational chemistry SaaS platform,
"CAFES GENER, SL",ES,Cardona (Barcelona),,,,,,,,https://BLANK,Roasting and packaging of specialty coffees,
"CARBOELECTRIC, SL",ES,Molins de Rei (Barcelona),0-2 M €,,,,,,,https://BLANK,Repair and maintenance of electric engines,
"CARNIQUES ILLAS JULI, SLU",ES,Blanes (Girona),,,,,,,,https://BLANK,"Meat processing, packaging, and distribution",
"CASA MAS ALIMENTACION, SL",ES,Sallent (Barcelona),10-50 M €,,,,,,,https://BLANK,"Since 1996, Casa Mas has been producing fresh, unpasteurized ready meals with top-quality ingredients. Casa Mas's purpose is to develop traditional homemade dishes in a fresh and natural way to maximize the organoleptic properties of each ingredient. Casa Mas brings traditional cuisine to your plate.",
"CAULA ALIMENTS, SL",ES,Sant Gregori (Girona),10-50 M €,,,,,,,https://BLANK,"Caula Aliments is a family-owned mainly producer of dried-cured sausages. It prepares, processes, package and sells pork, beef and turkey meat products. Their main quality certifications are: IFS, BRC, Halal and Kosher.",
"CEMEX ESPAÑA OPERACIONES, SLU",ES,Sant Just Desvern (Barcelona),>100 M €,,,,,,,https://BLANK,"CEMEX is a global construction materials company that is building a better future through sustainable products and solutions. CEMEX is committed to achieving carbon neutrality through relentless innovation and industry-leading R&D. CEMEX is at the forefront of the circular economy in the construction value chain. CEMEX offers cement, concrete, aggregates & urbanization solutions in growing markets around the world, providing a superior customer experience, enabled by digital technologies.",
"CERAMICA LA COMA, SA",ES,Balaguer (Lleida),5-10 M €,,,,CERAMICS,,,https://BLANK,"Since 1960 offering innovative solutions from our brick and ceramic block factory for more efficient construction, which improve the thermal and acoustic insulation of buildings and are also durable, sustainable and respectful of the environment and with lower construction costs. In continuous adaptation to market demands, we offer a wide range of solutions in bricks and Thermoclay blocks.",
"CHEMIPOL, SA",ES,Terrassa (Barcelona),10-50 M €,,,,,,,https://BLANK,"Chemipol manufactures and supplies biocides, additives and specialty process chemicals. We provide highly effective solutions and expert technical services to a wide variety of industries such as paints and coatings, cosmetics and detergency, fuel, paper, wastewater treatment, water desalination, water purification, industrial water circuits, among other sectors.",
"CMC SURIA, SL",ES,Sant Fruitós de Bages (Barcelona),5-10 M €,,,,,,,https://BLANK,"Design and manufacture of mechanical equipment for hydroelectric plants and dams. We manufacture hydraulic turbines, gates, large valves and regulation equipment.",
"CONCENTROL, SA",ES,Riudellots de la Selva (Girona),10-50 M €,,,,,,,https://BLANK,"Concentrol is a chemical manufacturing company formed by four key product lines: Performance Materials, Polyurethane Additves, Food Processing Aids and Additives. Through them, we provide service and coverage worldwide to a wide range of customers in the industrial sector. Our company offers more than 200 products involved in different production processes. Many of these products are currently leaders in the global market.",
"CONGELATS OLOT, SL",ES,Argelaguer (Girona),2-5M €,,,,,,,https://BLANK,"We are delivering food to different Sales Markets as Retail and Foodservice through reliable and internationally known distributors. Exporting to different countries in Europe, Scandinavia and North America, among others. Customer-Oriented with a clear mision of delivering quality and tasting food to our clients under our brand MOSaMOS and Private Label.",
"CONSTRUCCION DE ELEMENTOS AUXILIARES DE CALDERERIA, SL",ES,Montmeló (Barcelona),,,,,,,,https://BLANK,"CEACSA, is dedicated since 1904 to the manufacture of prefabricated elements of boilermaking, both in iron and stainless steel, as well as the construction and assembly of boilermaking in general. Our wide range of products and services, we have been applying to sectors as diverse as: Chemical Industry, Metallurgical, Food, Glass, Paper, Arid, Construction, Cement, Naval, Railway, Sculptors, City Councils...",
"CUALITAS INDUSTRIAL, SA",ES,Martorelles (Barcelona),10-50 M €,,,,,,,https://BLANK,"We have provided our customers with a great range of products attending the needs of the market, always with our core values: quality, efficiency, innovation, professionalism, energy saving and complete service. R+D+i is our pillar, giving us a daily improvement in our range of products, being able to create a strong added value in each of them. We have a strong human team working for our customers, who will share their expertise and know how in order to accomplishany construction projects.",
"DALLANT, SA",ES,Sant Feliu de Llobregat (Barcelona),50-100 M €,,,,,,,https://BLANK,"Dallant S.A. is a company group engaged in the production and distribution of a wide range of innovative flavours and ingredients solutions of the highest quality, flavours, juices, compounds, emulsions, distillates, extracts, dairy bases, creams and fillings, natural ingredients and organoleptic solutions for the food and drink industry. Applications: Beverages, Snacks, Sweet foods, Ice Cream and Dairy Products, Baked goods, Savoury foods, Dietary and Pharmaceutical Products.",
"DE MARIA TAPS, SL",ES,Cassà de la Selva (Girona),2-5M €,,,,,,,https://BLANK,De Maria Taps is a cork company whose business is based on the processing of cork and the manufacture of natural cork stoppers for still wines.,
"DORSAN FILTRACION, SL",ES,Igualada (Barcelona),2-5M €,,,,,,,https://BLANK,"Dorsan Filtration is a global supplier of filter media for liquid filtration applications. Main lines of activity are life sciences and process filtration. Food&Beverages, Chem-Pharma, Electroplating, Mining, Electronics are the main sectors where we deliver our filtration products.",
"ECOPOL TECH, SL",ES,"Arboç, l' (Tarragona)",,,,,,,,https://BLANK,"Ecopol Tech focuses its expertise on the development of nanostructured polymers as a tool for overcoming most of the limitations in the current industrial, cosmetic and pharmaceutical markets. Basing on our genuine ECOSTRATAR technology, we give innovative solutions for high-performance adhesives/coatings, personal care microcapsules and drug delivery systems for nanomedical industry, driving our technology through an environmentally friendly and industrially scalable chemistry.",
"EL TORRENT IL LUMINACIO, SL",ES,Mieres (Girona),0-2 M €,,,,,,,https://BLANK,"El Torrent designs and produces indoor and outdoor decorative lighting, all our products are handmade in Catalonia. El Torrent is Handmade Light.",
"EMILIO DOMENECH MIRABET, SA",ES,"Hospitalet de Llobregat, l' (Barcelona)",0-2 M €,,,,,,,https://BLANK,Manufacture of envelopes and paper bags. graphic arts industry. Specialized in the manufacture of envelopes and special bags made to measure according to the customer's needs.,
"EOLOS FLOATING LIDAR SOLUTIONS, SL",ES,Montcada i Reixac (Barcelona),5-10 M €,,,,,,,https://BLANK,"EOLOS is one of the leading providers in designing, building, installing and servicing floating wind, met ocean and environmental measurement buoys for offshore wind developers. Founded in 2014, the company is capitalizing on the rapid growth of offshore wind installations globally by supplying critical wind data pre deployment. Reliable wind, ocean and environmental data to reduce offshore wind projects uncertainty and financial risks, while increasing its bankability.",
FERRER TRADICIONAL,ES,Santpedor (Barcelona),10-50 M €,,,,,,,https://BLANK,"Ferrer Tradicional is a family-owned company that offers products in both ambient and chilled, ready to eat, natural and organic soups, broths, paella, sauces and vegetable preserves categories.",
"FILLS DE MORETO, SA",ES,Mollet del Vallès (Barcelona),10-50 M €,,,,,,,https://BLANK,First processing agro-food industry specialized in the production of wheat bread flour since 1884.,
"FIROFRANCH, SL",ES,Deltebre (Tarragona),0-2 M €,,,,,,,https://BLANK,"Company that produces molluscs (delta mussels and curly oysters), treatment plant (dispatch center), packaging and marketing of fish and shellfish",
"FLEXBRICK, SL",ES,"Hostalets de Pierola, els (Barcelona)",2-5M €,,,,,,,https://BLANK,"Flexbrick's construction system is based on an industrialised woven stainless steel 316 mesh + stainless steel 316 substructure + pieces inserted in our mesh of different materials: terracotta, glazed, wood, bamboo, glass, cork, steel, granite and marble. Many other different possibilities are being incorporated in our portfolio.",
"FRANCISCO PAGES VALENTI, SA",ES,Sant Jaume de Llierca (Girona),,,,,,,,https://BLANK,"We are leading the transformation of the cotton spinning sector towards a more circular economy of textiles industry. For more than 70 years, recycled fiber has been our main raw material to produce high quality recycled cotton yarns. Our yarns are used in the production of apparel, home textiles and technical textles.",
"FREEEL ECOMOVING SOLUTIONS, SL",ES,Barcelona (Barcelona),0-2 M €,,,,,,,https://BLANK,"Freeel is an electric bicycle manufacturer from Gracia neighborhood in Barcelona producing the best seller ebike in Barcelona since 2016. We were pioneers in ebike business in Catalunya and since 2011 we provide to our particular clients, public administrations or companies everything they need to ride day by day their ebike or their fleets. Awarded by the Barcelona city Council with and Innovation Reward in 2019 and winner of some of the biggest public contests for ebike fleets in Catalunya.",
FUNVALLES,ES,Santa Perpètua de Mogoda (Barcelona),5-10 M €,,,,,,,https://BLANK,"We are an aluminium gravity die casting (GDC) specialized in long and medium series for selected parts with a high requeriments in the metalurgical structure and composition. Audited in the ISO IATF 16949:2016 we work for automotive, motorcycle, railway, alternative energies, aeronautical, industry, etc.",
"FUS ALIANZ SCIENCE ENGINEERING & CONSULTING, SL",ES,"Vendrell, el (Tarragona)",,,,,,,,https://BLANK,"FUS_ALIANZ specializes in manufacturing Li(6) enriched materials, including lead-lithium eutectic alloys and new lithiated ceramics, adhering to Nuclear Quality Assurance standards for Fusion Technologies. We offer expert design solutions for components and systems within the tritium fuel cycle of fusion reactors, as well as comprehensive design services for fusion reactor systems.",
"GRALISA OILS, SA",ES,Cabrera de Mar (Barcelona),,,,,,,,https://BLANK,"Gralisa Oils, S.A. is an oleochemical company dedicated to the manufacture of natural oils and fats for the industry.",
GRAU NUTS,ES,Artesa de Lleida (Lleida),5-10 M €,,,,,,,https://BLANK,"Grau Nuts is a manufacturer of nuts and snacks specialised in the production and export of products under private label, Grau brand and bulk formats.",
"HARINERA ROCA, SA",ES,Agramunt (Lleida),5-10 M €,,,,,,,https://BLANK,"Manufacture of ecological cereal flours, wheat, spelt, rye, kamut and durum wheat",
HERVER 9 SL,ES,"Hospitalet de Llobregat, l' (Barcelona)",10-50 M €,,,,,,,https://BLANK,"At Prax we design and manufacture inductive components for power electronics applications, creating added value through customized solutions that help our clients in the industrial and automotive sectors to create reliable and high-quality products. Prax core competencies are magnetic components combining a high level of customization possibilities with a special focus on design support to our customers engineering teams.",
IBSINA,ES,"Garriga, la (Barcelona)",2-5M €,,,,,,,https://BLANK,"In IBSINA we are specialists in 100% pure and organic raw materials: essential oils, vegetable oils and hydrosols, as well as actives ingredients for its uses in cosmetics. Our close relationship with producers over 70 countries and our own analytic lab allows us to control carefully the quality checking process of our raw materials. We know the importance of having high-quality materials for the production of cosmetics, which is why we guarantee the complete purity of our raw materials, ensuring that they are of the highest quality. The success of your 100% natural products is our reward.",
"IDEACER INOX, SL",ES,Bellvís (Lleida),2-5M €,,,,,,,https://BLANK,"Our mission is to design and manufacture products for the hospitality, food, and community sectors, either in custom sizes or standard production. We combine our products with various materials and finishes to meet specific needs. We produce a wide range of items including tables, shelves, cabinets, neutral furniture, hot and cold furniture in special sizes for buffets, self-service, bars, displays, and showcases, utilizing different materials and finishes according to each requirement.",
